benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x0f7524d64ceb92dae1d1a56b20b6d520134795d4.sol,ERC20 Access Control,None,0x0f7524d64ceb92dae1d1a56b20b6d520134795d4.sol:120:None-120:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_20.sol,Access Control,None,buggy_20.sol:434:None-434:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x310b15ad0a8b282ee8011d91c79feba80cb179c8.sol,ERC20 Access Control,None,0x310b15ad0a8b282ee8011d91c79feba80cb179c8.sol:120:None-120:None,
,,,,{'num_detected_in_annot': {'Reentrancy (REENTRANCY_READONLY)': 1}, 'num_detected_not_in_annot': {'Block Values Dependency (BlockValueDependencySensitive)': 3, 'Lack of Zero-Address Validation': 1, 'Access Control': 1, 'Reentrancy (REENTRANCY_READONLY)': 3, 'Unhandled Exception': 1, 'Unchecked Send Ether': 1, 'Arbitrary External Call': 1}}
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_49.sol,Access Control,None,buggy_49.sol:61:None-61:None,
,,,,{'num_detected_in_annot': {'Unchecked Send Ether': 1}, 'num_detected_not_in_annot': {'Access Control': 1, 'Lack of Zero-Address Validation': 5, 'Reentrancy (REENTRANCY_READONLY)': 1, 'Arbitrary External Call': 3}}
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0xfbfa60a21b423cb364de616a37464b61c1bc4c88_1.sol,Access Control,None,0xfbfa60a21b423cb364de616a37464b61c1bc4c88_1.sol:139:None-139:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_40.sol,Access Control,None,buggy_40.sol:483:None-483:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_50.sol,Access Control,None,buggy_50.sol:146:None-146:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_2.sol,Access Control,None,buggy_2.sol:178:None-178:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_19.sol,Access Control,None,buggy_19.sol:309:None-309:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_34.sol,ERC20 Access Control,None,buggy_34.sol:487:None-487:None,
benchmarks/smartbench-dataset/solidity/verismart++/leaking_suicidal/0x9f4fd6c336388f2ab7dc7bbe4740ae7b88b880d7.sol,ERC20 Access Control,None,0x9f4fd6c336388f2ab7dc7bbe4740ae7b88b880d7.sol:121:None-121:None,
,,,,{'num_detected_in_annot': {'Unchecked Send Ether': 1}, 'num_detected_not_in_annot': {'Access Control': 1, 'Lack of Zero-Address Validation': 5, 'Assertion Failure': 3, 'Reentrancy (REENTRANCY_READONLY)': 1, 'Arbitrary External Call': 2}}
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_25.sol,Access Control,None,buggy_25.sol:69:None-69:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_2.sol,Access Control,None,buggy_2.sol:122:None-122:None,
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Lack of Zero-Address Validation': 6, 'Integer Overflow': 4, 'Arbitrary External Call': 2, 'Reentrancy (REENTRANCY_READONLY)': 2, 'ERC20 Access Control': 1, 'ERC20 Leak': 1}}
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_32.sol,Access Control,None,buggy_32.sol:76:None-76:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Re-entrancy/buggy_9.sol,Access Control,None,buggy_9.sol:313:None-313:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_16.sol,Access Control,None,buggy_16.sol:190:None-190:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_45.sol,Access Control,None,buggy_45.sol:106:None-106:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_18.sol,Access Control,None,buggy_18.sol:483:None-483:None,
,,,,{'num_detected_in_annot': {'Unchecked Send Ether': 1, 'Unsafe Selfdestruct': 1}, 'num_detected_not_in_annot': {'Unchecked Send Ether': 2, 'Lack of Zero-Address Validation': 5, 'Access Control': 1, 'Arbitrary External Call': 2}}
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Integer Overflow': 2, 'Lack of Zero-Address Validation': 6, 'Reentrancy (REENTRANCY_READONLY)': 1, 'Arbitrary External Call': 1, 'Integer Underflow': 1, 'ERC20 Access Control': 1}}
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_23.sol,Access Control,None,buggy_23.sol:131:None-131:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_47.sol,Access Control,None,buggy_47.sol:151:None-151:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_29.sol,Access Control,None,buggy_29.sol:214:None-214:None,
benchmarks/smartbench-dataset/solidity/solidifi++/Timestamp-Dependency/buggy_34.sol,Access Control,None,buggy_34.sol:229:None-229:None,
,,,,{'num_detected_in_annot': {'Integer Overflow': 1}, 'num_detected_not_in_annot': {'Integer Overflow': 2, 'Access Control': 1, 'ERC20 Access Control': 2, 'Lack of Zero-Address Validation': 6, 'Reentrancy (REENTRANCY_READONLY)': 1, 'Arbitrary External Call': 1, 'Integer Underflow': 1}}
